,id,z,phi,eta,val,r,zl,act_z
83,97,-33.0386912217364,0.0288310110301915,5.24275765906615,z1,40,-23.456494609396895,-56.4951858311333
84,98,-10.9831216977909,5.77320522414212,5.37059059927265,z1,40,-30.9290924082973,-41.9122141060882
85,99,-43.5507525457069,2.59768548585592,1.27244778820358,z1,40,12.301107356963401,-31.2496451887435
86,100,-42.0020556310192,4.2677915149214,0.8496843267970501,z1,40,35.1614890101243,-6.840566620894904
87,101,-47.5924205733463,0.45507090560983005,1.5665096900907,z1,40,0.171466518416096,-47.420954054930206
88,102,11.1453539459035,5.08521866045451,1.8217654033843003,z1,40,-10.254977477253599,0.8903764686499009
89,103,1.8939215689897502,2.0681898547404,2.05221521209813,z1,40,-20.8966252952533,-19.00270372626355
90,104,-38.690883456729395,2.49846023199439,0.8329319793488221,z1,40,36.3672373510899,-2.3236461056394973
91,105,-44.5696551119909,4.979459123533861,3.7831823329809304,z1,40,53.546257289473196,8.976602177482299
92,106,-37.6124572241679,4.5547216838575,2.7266911421564703,z1,40,-90.8118561012335,-128.42431332540139
93,107,16.1555540282279,5.0505504409783,4.89992344941093,z1,40,-7.5905728303005,8.5649811979274
94,108,-34.7461999394,5.6793710355258,0.9050640869349201,z1,40,31.413241994331496,-3.332957945068504
95,109,42.731321556493604,2.3963660728943,2.75818021096829,z1,40,-99.1633172839842,-56.431995727490595
96,110,49.039409123361104,4.788722151281941,2.50195982023486,z1,40,-53.7653721974219,-4.725963074060793
97,111,-29.449740215204702,2.62116523325308,4.625944353790441,z1,40,3.46642385286273,-25.983316362341974
98,112,-14.5394998369738,4.682870807474299,4.9925213888639295,z1,40,-11.5079075282145,-26.0474073651883
99,113,-22.7272264659405,6.281937486334269,0.70349912171077,z1,40,47.1538157759384,24.426589309997897
100,114,-33.541036187671104,4.951823898815831,4.68695199781512,z1,40,1.01769880955873,-32.52333737811237
101,115,17.5724234664813,3.62631487082148,0.26330882569805897,z1,40,148.385752803667,165.9581762701483
102,116,-31.958346767351,2.02958416784715,2.10114305439058,z1,40,-23.4553146400518,-55.4136614074028
103,117,-11.836965940892698,2.37674418091231,1.97452603902652,z1,40,-17.087863857442,-28.9248297983347
104,118,13.9141300460324,1.65838099228206,5.22047988905046,z1,40,-22.2741989714713,-8.3600689254389
105,119,34.918646118603604,5.27653423582472,2.16437230921712,z1,40,-26.989888417648302,7.928757700955302
106,120,49.8618304729462,4.64466438457201,3.5396216885938996,z1,40,95.1312159833191,144.9930464562653
107,121,24.5416643563658,2.53482714951962,4.38243789003738,z1,40,13.698808822066901,38.2404731784327
108,122,-36.236085090786204,3.3842182914414902,1.21640027179384,z1,40,14.800733799551802,-21.435351291234404
109,123,25.5463942885399,2.02326809511165,5.318896608570441,z1,40,-27.749325874826397,-2.202931586286496
110,125,22.3382811527699,0.7651551471202809,0.23919721179827202,z1,40,164.024501583547,186.3627827363169
111,126,-30.51498956047,2.04126201089333,0.726711864614686,z1,40,44.9936998863251,14.478710325855104
112,127,37.873133365064895,3.9867649006920405,2.31059494745121,z1,40,-36.5088130124725,1.3643203525923937
113,128,2.04013301990926,4.26694896480866,3.55934202911095,z1,40,90.11529958226309,92.15543260217235
114,129,-32.102787890471504,1.08534589966463,4.53381942110293,z1,40,7.21968423314026,-24.883103657331244
115,130,10.2716503664851,0.185183622578333,4.34339708010523,z1,40,15.468154339962199,25.7398047064473
116,131,15.861703478731199,1.1194991368668998,3.51328181492957,z1,40,102.614696183847,118.4763996625782
117,132,37.1749460930005,6.18775470189468,4.98486538557209,z1,40,-11.177042217353302,25.997903875647197
118,133,-16.7581225978211,6.12067551774313,2.3371151579530003,z1,40,-38.502051511797,-55.2601741096181
119,134,-16.346621233969902,2.31270572172772,0.8756080778024771,z1,40,33.3638429319544,17.0172216979845
120,135,-35.9210243215784,4.416378155625679,2.04642558506263,z1,40,-20.602722108322002,-56.5237464299004
121,136,44.4714748067781,0.43924376899748996,5.30405999623455,z1,40,-26.8791399569903,17.592334849787797
122,138,36.9880952406675,1.4321597307213403,4.16886931478041,z1,40,24.168963824934302,61.1570590656018
123,139,45.446091494523,2.68169827593156,4.5469844432618,z1,40,6.67718579236154,52.123277286884544
124,140,37.939331005327396,5.00415277840942,2.77120037205312,z1,40,-103.00928071084499,-65.06994970551759
125,142,3.2092161942273396,6.039112517116769,1.88539583716156,z1,40,-13.0162595522817,-9.80704335805436
126,144,-33.3071533124894,3.1441626071301,1.06720157249771,z1,40,22.0391716084561,-11.267981704033296
127,145,-29.5441537862644,1.3503203600002,2.51414426742313,z1,40,-55.1561404457251,-84.7002942319895
128,146,-6.7832050146535,2.5533002733765198,0.35310094825466604,z1,40,108.53443577427299,101.75123075961949
129,147,-26.0640891967341,4.86766145514651,4.1805995771072,z1,40,23.5329296454174,-2.531159551316698
130,148,-45.1160102151334,5.8928533571328305,4.60188735208547,z1,40,4.438144002341709,-40.67786621279169
131,149,-45.1770891435444,3.55448988971987,5.68754606606007,z1,40,-59.0184615155451,-104.19555065908949
132,150,-47.200721106492004,4.63052299772077,0.8543299240991099,z1,40,34.8334151788486,-12.367305927643407
133,151,45.411699055694,0.482128687303617,1.6539804893491599,z1,40,-3.3350624913383995,42.0766365643556
134,152,-40.984903601929496,2.21438833288241,2.6809842212283197,z1,40,-80.6115544547862,-121.5964580567157
135,153,3.9358356734737794,5.64421684490409,2.56002464069627,z1,40,-60.8446610142964,-56.90882534082262
136,154,-10.2925699669868,0.0717060970639071,4.96335812573125,z1,40,-10.25498040831,-20.5475503752968
137,155,30.1042327657342,4.8292001831373,2.94646325371277,z1,40,-202.383821051713,-172.2795882859788
138,156,-21.056812140159302,4.656698910452599,2.24531965101025,z1,40,-31.985726743331103,-53.04253888349041
139,157,41.8333202134818,2.3618836279220496,3.4018116368463702,z1,40,150.23133623806402,192.06465645154583
140,158,31.579316407442104,5.11079999500263,0.7768810163040849,z1,40,40.6872417243202,72.26655813176231
141,159,22.862623236142102,1.12309363923235,3.8620536799119707,z1,40,45.5641116186543,68.42673485479641
142,160,43.172875070013106,2.24037234440936,1.01007619267635,z1,40,25.118127300589,68.2910023706021
143,161,-30.8564534178004,4.96128762120071,4.60639701650252,z1,40,4.25562682802609,-26.600826589774307
144,162,-32.927973382175004,1.62181091932316,5.8933340105711105,z1,40,-97.3517651123312,-130.2797384945062
145,163,29.611780494451498,4.7758177084800995,5.9837543730564295,z1,40,-129.57025041724899,-99.95846992279749
146,164,41.719346656464,3.9051691994578497,2.0807265257887804,z1,40,-22.3706831490432,19.3486635074208
147,165,12.2445018263534,5.319497565076981,2.64506823357184,z1,40,-73.8282301979755,-61.5837283716221
148,166,6.35493628215045,4.862204311354571,1.4497928748125701,z1,40,4.8639000918029005,11.218836373953351
149,167,49.187102401629105,1.85152059389314,5.46481099533605,z1,40,-37.445228538193604,11.7418738634355
150,168,-47.8004311909899,3.57674079617086,0.5503142076413721,z1,40,65.1956767928104,17.395245601820505
151,170,4.4335181126371,0.8177788822415041,0.45512042831265004,z1,40,81.7350686800237,86.1685867926608
152,171,-47.8892590617761,3.8589283426891297,1.7659612068240902,z1,40,-7.90724494697693,-55.79650400875303
153,172,-15.477668005041801,5.033503963609809,5.002329511423031,z1,40,-11.933920921384098,-27.4115889264259
154,173,-25.5307216197252,6.137333448458519,4.40774412576654,z1,40,12.5773169998384,-12.953404619886799
155,174,-19.9942442355677,4.39709212476508,4.19175301668702,z1,40,22.936263510644697,2.942019275076998
156,176,-5.67289975006133,0.532915395230998,4.61889312668424,z1,40,3.7507696082410003,-1.9221301418203294
157,178,-37.9249454243109,5.87724770631769,5.0354880989198705,z1,40,-13.393296508347499,-51.318241932658395
158,179,22.061938955448603,5.44138299135136,5.62760893867242,z1,40,-52.0128341220174,-29.9508951665688
159,180,-27.505703759379696,1.18852577804643,3.80933357359936,z1,40,50.72384778814,23.218144028760303
160,181,-18.5460777254775,0.9737933827002471,0.48513662973935,z1,40,75.8786873994665,57.332609673989
161,183,10.146612371318001,4.35690473815912,3.52770766181257,z1,40,98.39597117371339,108.54258354503139
162,185,-13.6855375021696,2.6980406069409595,5.17776705526092,z1,40,-20.0865983079195,-33.7721358100891
163,186,31.210063234902897,0.7917380816976359,1.69645292473657,z1,40,-5.05288627240358,26.157176962499317
164,187,4.99228080734611,1.32541148939432,1.6795256283781699,z1,40,-4.36639222488139,0.6258885824647198
165,188,-11.398068629205198,1.95142134871485,5.34268789753883,z1,40,-29.182906121903898,-40.580974751109096
166,189,-17.8709293715656,5.4049897413006995,0.634649641373559,z1,40,54.3286018214906,36.457672449925
167,190,-15.344853769056499,5.247326502908259,2.91020920616903,z1,40,-169.777032514167,-185.1218862832235
168,191,26.520745595917102,5.597811981852419,1.5491393899536898,z1,40,0.8664129337233121,27.387158529640413
169,192,29.7825175337493,5.6556610511555006,2.0080494812181597,z1,40,-18.6971684741579,11.085349059591401
170,193,23.202447546646,2.98133551076225,4.21856432594281,z1,40,21.532439726080497,44.734887272726496
171,194,49.3548334110528,4.7669116182828395,0.720483524539321,z1,40,45.562044035839605,94.91687744689241
172,195,-6.36314181610942,6.04924234121317,0.569749507348188,z1,40,62.43997925653271,56.07683744042329
173,196,47.1586921717972,4.33219661356084,1.26919992281409,z1,40,12.4434510980402,59.6021432698374
174,197,-36.5154193015769,1.20744076021707,3.69694166496238,z1,40,64.4652645257104,27.949845224133497
175,198,21.904433867894102,1.11355762967642,2.56974023222394,z1,40,-62.1518396780716,-40.2474058101775
176,199,44.824768370017395,5.464251048812031,0.8507423515765999,z1,40,35.086535997934604,79.911304367952
177,200,-11.9441689690575,1.45374840926788,0.706945228592097,z1,40,46.825744024608404,34.881575055550904
178,201,3.89224328100681,2.05677344539541,5.61152793895995,z1,40,-50.317290326298,-46.42504704529119
179,202,-46.9764166278765,4.86496531760728,4.71592624315445,z1,40,-0.14149110091400596,-47.117907728790506
180,203,33.4483326412737,2.14203822416998,5.456922044283861,z1,40,-36.8574626468915,-3.409130005617797
181,205,-17.7794396178797,3.0553629867151897,1.5399124701183,z1,40,1.2357471824613502,-16.54369243541835
182,206,2.4106342811137402,4.45506804954649,0.439642857438269,z1,40,85.04408312159092,87.45471740270466
183,207,-32.1571000153199,5.66555204802379,1.7921393870789497,z1,40,-9.00120267651583,-41.15830269183573
184,208,8.489515632390981,3.28371485972157,3.77080786736334,z1,40,54.95158940710321,63.44110503949419
185,209,-29.616125626489502,2.27649016209573,0.996464093974941,z1,40,25.883907997753802,-3.7322176287357003
186,210,-42.749094334431,2.40254235795564,1.93106357675479,z1,40,-15.068319841614699,-57.8174141760457
187,211,-48.072375264018795,5.52586191832919,1.4812612462594097,z1,40,3.5910041519507794,-44.48137111206802
188,213,9.34564608614892,4.87043144079039,0.757369579025834,z1,40,42.3075689489328,51.653215035081715
189,214,-21.9981673639268,2.3167391492561697,5.66511809239351,z1,40,-56.259173141630605,-78.25734050555741
190,215,16.3078430341557,4.13064526810401,0.454833254567853,z1,40,81.7945530141038,98.1023960482595
191,216,18.8918884843588,5.66049322756647,5.719467403757629,z1,40,-63.2770276995179,-44.3851392151591
192,218,-38.7910993071273,2.10105064624426,5.1397414782915805,z1,40,-18.216821689516102,-57.0079209966434
193,219,24.337958800606398,2.15189811501115,1.29182498811888,z1,40,11.457637437534098,35.7955962381405
194,220,-13.0944319069386,4.477542682985179,0.9146500785499481,z1,40,30.797931209358,17.703499302419402
195,221,-48.967105592601,4.68452086642303,4.2601440038690095,z1,40,19.4330760179475,-29.534029574653502
196,222,-17.4635440809652,5.7096357604016506,2.9176324899157406,z1,40,-175.60702277003398,-193.07056685099917
197,223,-33.4906985750422,5.26226268291154,5.97363798293675,z1,40,-125.067046597727,-158.55774517276922
198,224,14.0377496834844,1.92923055941941,2.4307822052529198,z1,40,-46.4609073478634,-32.423157664379
199,225,28.803497040644302,5.75826412434534,4.72562902244559,z1,40,-0.5296326307704889,28.273864409873813
200,226,48.6894062487409,3.07666578766236,1.17644053425894,z1,40,16.6462341796929,65.3356404284338
201,227,-41.5067050140351,0.8317782694864609,2.41508912606461,z1,40,-45.0125819072437,-86.51928692127879
202,228,23.234153445810104,4.70581457826017,3.48837907980213,z1,40,110.683448627903,133.9176020737131
203,229,-16.420334088616098,4.05527332654868,1.82000845193737,z1,40,-10.1801138379495,-26.6004479265656
204,230,42.7244233200327,4.56726866408959,1.41610712624879,z1,40,6.23739861665128,48.961821936683975
205,231,10.9112789388746,3.93898973105303,3.8193225406285,z1,40,49.694772632198,60.606051571072605
206,232,-16.817248333245498,0.23900065997681397,1.8504157864563302,z1,40,-11.4856945814905,-28.302942914736
207,233,5.60317356139421,3.2323301489192597,4.10314168699517,z1,40,27.9119622694418,33.51513583083601
208,234,-23.2356053777039,4.32499759369277,1.09454910706087,z1,40,20.6340082150132,-2.6015971626907017
209,235,9.31653352454305,3.4615365313936697,1.2433357725541299,z1,40,13.5875978175992,22.90413134214225
210,236,-11.4389332942665,1.15236111187149,4.32025543063121,z1,40,16.5420462233916,5.103112929125102
211,237,-22.356746112927798,1.3392016588730902,1.02872970310993,z1,40,24.089692235363103,1.7329461224353047
212,238,-31.278868066146998,1.2153643282997701,4.7761180879864,z1,40,-2.55262097766677,-33.83148904381377
213,239,-34.8545548506081,2.24227199181158,2.6588455966657403,z1,40,-76.3202262517318,-111.17478110233989
214,240,-30.521811801008898,4.057566092223,4.3536560125738,z1,40,14.9982798495962,-15.523531951412698
215,241,-9.10799605771899,1.3313401828853502,2.60605868181029,z1,40,-67.4109909228683,-76.51898698058729
216,242,-41.1606125766411,0.8684906390240121,5.49707078937167,z1,40,-39.942732661077706,-81.1033452377188
217,243,-36.485400842502706,5.281307420064139,4.29524921160467,z1,40,17.7258509862881,-18.759549856214605
218,244,19.470696500502502,6.04623093605034,0.989718828870432,z1,40,26.2683818622331,45.7390783627356
219,245,-12.225855654105501,5.33308234378325,2.02887772470667,z1,40,-19.7224590051006,-31.9483146592061
220,247,-8.54409714229405,4.15209127556487,5.762662940533691,z1,40,-69.7768961767943,-78.32099331908834
221,248,31.957764108665298,5.655428709043231,2.8639389315806496,z1,40,-140.343122379622,-108.3853582709567
222,249,-43.452000175602706,3.9464615149228197,4.377524306624061,z1,40,13.918775832324801,-29.533224343277904
223,250,-3.10375688131899,5.26202698047645,1.6488494241454101,z1,40,-3.12847967353027,-6.23223655484926
224,252,-19.399858871474898,4.107030459721019,4.36457994956534,z1,40,14.501902735814099,-4.897956135660799
225,253,-17.579701496288198,1.4640505065973002,5.5566408296515295,z1,40,-45.0088698248623,-62.588571321150496
226,254,-21.5133309597149,4.3245968068041005,1.93273303399725,z1,40,-15.1446226234475,-36.657953583162396
227,255,-35.6790190562606,2.0954408718203603,5.08266783456809,z1,40,-15.527360030699501,-51.2063790869601
228,256,48.972455784678495,5.74133487791713,1.77099283602308,z1,40,-8.116585108817379,40.85587067586111
229,258,-8.58765384182334,4.87516994216799,3.88142694750347,z1,40,43.8218950896161,35.23424124779276
230,259,43.747494020499296,2.92173400165159,5.65262650994325,z1,40,-54.7967021584594,-11.0492081379601
231,260,4.056881158612669,0.32473626138017603,0.384314998708015,z1,40,98.9059118663554,102.96279302496806
232,261,3.56126856058836,4.053346401575951,5.2598316714787305,z1,40,-24.383684703793897,-20.822416143205537
233,262,9.7398963291198,1.10866711355536,0.7881750086642,z1,40,39.778466972195204,49.518363301315006
234,263,-3.66765060462058,0.660359926298696,2.3919039781844305,z1,40,-42.96385675843929,-46.631507363059875
235,264,-11.9521719403565,1.4479713735683,3.7318494884762,z1,40,59.7079369975982,47.7557650572417
236,265,-8.0948687158525,2.53970081867607,5.6083580163828,z1,40,-49.9911502264285,-58.086018942281
237,266,39.224131172522895,0.127206275840554,4.2534736679656,z1,40,19.7639419571021,58.98807312962499
238,267,5.95512348227203,3.8366140026472997,5.31217013464866,z1,40,-27.352623257687,-21.39749977541497
239,268,-6.31146805826575,1.78630881296642,4.123763471781,z1,40,26.702671693041502,20.391203634775753
240,269,-23.2003187295049,3.1100671961536603,1.4108824445283898,z1,40,6.45164405747599,-16.748674672028912
241,270,-4.4962676241993895,1.6414073199576202,0.796813143471473,z1,40,39.097069311729896,34.600801687530506
242,271,-42.1589687932283,0.745237295107511,4.2394369880129705,z1,40,20.4674071242138,-21.691561669014497
243,272,1.7890203977003702,3.95035841854736,3.7628971539418,z1,40,55.875270480420504,57.66429087812087
244,273,-2.34937502536923,5.24620361672983,4.03126828623097,z1,40,32.420664421546,30.07128939617677
245,274,-23.9081640029326,4.94723454339932,1.86254440283903,z1,40,-12.0127009865173,-35.9208649894499
246,275,3.83526140358299,4.0399197613882,2.65165308385729,z1,40,-75.0032073784305,-71.16794597484751
247,276,15.328357974067302,1.2908859673363202,3.42679897106342,z1,40,136.425814065092,151.7541720391593
248,277,23.259773454628895,1.9239104222943402,4.48038979659603,z1,40,9.45012552034449,32.709898974973385
249,279,29.202063684351696,5.66353847441323,4.4104153454221295,z1,40,12.4600025366111,41.6620662209628
250,280,-33.8037061272189,6.106981049439269,3.6938834391064197,z1,40,64.9075067395703,31.103800612351392
251,281,20.2381461858749,3.50049478300694,2.55328994956364,z1,40,-59.96100449046929,-39.722858304594396
252,282,31.168852979317304,5.104426647561421,1.9048676381373701,z1,40,-13.883208648460698,17.285644330856606
253,283,-32.5885734986514,2.03207465128864,4.3176667239440505,z1,40,16.663434011974303,-15.925139486677097
254,284,7.23671610467136,5.11007657762368,1.7507450520958898,z1,40,-7.2766622792371205,-0.03994617456576055
255,285,-12.321732332929999,3.09547880005413,4.13480481818882,z1,40,26.068842908431897,13.747110575501898
256,286,12.991465930827,5.298148689524901,5.40496251493233,z1,40,-33.1868759281623,-20.195409997335304
257,287,-17.741336068138498,1.61566186501894,0.193178503528644,z1,40,204.480232087509,186.7388960193705
258,288,-1.02946418337524,3.5798137711668905,3.55792176825995,z1,40,90.46155836070879,89.43209417733355
259,289,-13.4274867363274,2.37240757677819,5.42423425162037,z1,40,-34.5096921679142,-47.937178904241605
260,290,-43.0158853996545,3.35246080349464,1.44195776353445,z1,40,5.1822483405738895,-37.83363705908061
261,291,3.79622662439942,5.1480436217777505,4.03623905218618,z1,40,32.092533844302395,35.88876046870182
262,292,-40.8462871797383,0.222182943497132,3.5221879197560204,z1,40,99.9742279014567,59.1279407217184
263,293,4.73674437962472,2.21020956883154,6.053487406174309,z1,40,-171.068308502962,-166.33156412333727
264,294,33.5987745551392,0.37036210592545293,0.265425434091865,z1,40,147.145718556535,180.74449311167422
265,295,2.392105339095,4.67048084809134,4.67797121979824,z1,40,1.37725429006881,3.76935962916381
266,296,24.661332112737004,1.4381868127677802,2.47726420797491,z1,40,-51.081395011682396,-26.420062898945393
267,297,45.6204450922087,0.216775711544217,2.43793566692617,z1,40,-47.1387287369944,-1.5182836447857042
268,298,-30.027755605988197,0.445239885456952,1.5062110463873002,z1,40,2.58700924503081,-27.440746360957387
269,299,-6.75806712824851,4.34645194710127,3.4537253636957503,z1,40,123.961565015549,117.20349788730049
270,300,12.4274488072842,5.40953817450977,3.8919374492166297,z1,40,42.9073735543489,55.3348223616331
271,301,39.2615019343793,4.35607226023736,3.4697230224281697,z1,40,117.495966065695,156.7574680000743
272,302,5.29249818064272,5.079936862023549,1.53198262757996,z1,40,1.55332807821444,6.8458262588571595
