"","cluster_id","z","phi","r"
"79",26,80.2746526921142,4.9785727955976,100
"80",26,97.918662064128,4.9785727955976,130
"81",27,32.0597207942383,3.43109757004875,40
"82",27,50.6809852616286,3.43109757004875,70
"83",27,69.302249729019,3.43109757004875,100
"84",27,87.9235141964094,3.43109757004875,130
"85",28,-5.40826756793376,1.84678864931437,40
"86",28,-8.19848823745564,1.84678864931437,70
"87",28,-10.9887089069775,1.84678864931437,100
"88",28,-13.7789295764994,1.84678864931437,130
"89",29,-130.439183695252,2.50452286148724,40
"90",30,-64.1237992029427,3.55277731735578,40
"91",30,-110.126555565708,3.55277731735578,70
"92",30,-156.129311928473,3.55277731735578,100
"93",31,39.5727730155438,1.55899549183704,40
"94",31,59.9610626695528,1.55899549183704,70
"95",31,80.3493523235618,1.55899549183704,100
"96",31,100.737641977571,1.55899549183704,130
"97",32,19.2981545561398,0.436324807091011,40
"98",32,40.2405671800031,0.436324807091011,70
"99",32,61.1829798038664,0.436324807091011,100
"100",32,82.1253924277297,0.436324807091011,130
"101",33,62.2301560760913,4.05763217369556,40
"102",33,132.131277327572,4.05763217369556,70
"103",34,-18.5302910406266,5.87721159711074,40
"104",34,-9.48439005494408,5.87721159711074,70
"105",34,-0.438489069261614,5.87721159711074,100
"106",34,8.60741191642085,5.87721159711074,130
"107",36,35.2906660138152,3.49554460177202,40
"108",36,59.5879979131141,3.49554460177202,70
"109",36,83.885329812413,3.49554460177202,100
"110",36,108.182661711712,3.49554460177202,130
"111",37,5.81697119762371,0.0293806220379818,40
"112",37,-22.1378951921958,0.0293806220379818,70
"113",37,-50.0927615820152,0.0293806220379818,100
"114",37,-78.0476279718347,0.0293806220379818,130
"115",38,78.3315752094652,4.05826403580944,40
"116",38,129.421324060632,4.05826403580944,70
"117",38,180.511072911798,4.05826403580944,100
"118",39,-25.2387621357502,3.84504346535683,40
"119",39,-27.162518588127,3.84504346535683,70
"120",39,-29.0862750405038,3.84504346535683,100
"121",39,-31.0100314928807,3.84504346535683,130
"122",41,-43.4010393355193,6.21367872061412,40
"123",41,-48.6441552760809,6.21367872061412,70
"124",41,-53.8872712166426,6.21367872061412,100
"125",41,-59.1303871572042,6.21367872061412,130
"126",42,40.695926265846,3.01974399190966,40
"127",42,79.865853357225,3.01974399190966,70
"128",42,119.035780448604,3.01974399190966,100
"129",42,158.205707539983,3.01974399190966,130
"130",43,39.8898803337919,3.30858227122908,40
"131",43,65.6148976078797,3.30858227122908,70
"132",43,91.3399148819675,3.30858227122908,100
"133",43,117.064932156055,3.30858227122908,130
"134",44,52.1071343931762,5.49376788168945,40
"135",44,78.5713840537227,5.49376788168945,70
"136",44,105.035633714269,5.49376788168945,100
"137",44,131.499883374816,5.49376788168945,130
"138",45,-8.66510221282337,4.89046028586075,40
"139",45,1.35358799341977,4.89046028586075,70
"140",45,11.3722781996629,4.89046028586075,100
"141",45,21.3909684059061,4.89046028586075,130
"142",47,-18.0641625661075,2.53001011138493,40
"143",47,-35.1858968414258,2.53001011138493,70
"144",47,-52.3076311167441,2.53001011138493,100
"145",47,-69.4293653920623,2.53001011138493,130
"146",48,33.9617124585265,4.17135251288986,40
"147",48,51.1464965750166,4.17135251288986,70
"148",48,68.3312806915067,4.17135251288986,100
"149",48,85.5160648079969,4.17135251288986,130
"150",49,23.2679732731154,3.59450708043648,40
"151",49,65.0626617289166,3.59450708043648,70
"152",49,106.857350184718,3.59450708043648,100
"153",49,148.652038640519,3.59450708043648,130
"154",50,35.3596841133185,4.11572176136005,40
"155",50,31.1500354288819,4.11572176136005,70
"156",50,26.9403867444453,4.11572176136005,100
"157",50,22.7307380600087,4.11572176136005,130
"158",51,-37.6778206355271,4.91173609304352,40
"159",51,-63.6560995131149,4.91173609304352,70
"160",51,-89.6343783907027,4.91173609304352,100
"161",51,-115.61265726829,4.91173609304352,130
"162",53,-16.0476931941505,2.44519806772003,40
"163",53,-25.9632891635309,2.44519806772003,70
"164",53,-35.8788851329114,2.44519806772003,100
"165",53,-45.7944811022919,2.44519806772003,130
"166",54,-67.2177195546655,0.0755554982754901,40
"167",54,-82.316938374012,0.0755554982754901,70
"168",54,-97.4161571933585,0.0755554982754901,100
"169",54,-112.515376012705,0.0755554982754901,130
"170",55,76.1353289131244,6.08402471218711,40
"171",55,98.2902160417584,6.08402471218711,70
"172",55,120.445103170392,6.08402471218711,100
"173",55,142.599990299026,6.08402471218711,130
"174",56,-30.4501521957443,0.436414943325547,40
"175",56,-35.0825204789062,0.436414943325547,70
"176",56,-39.7148887620681,0.436414943325547,100
"177",56,-44.3472570452301,0.436414943325547,130
"178",58,-42.3606282024784,2.66151839042119,40
"179",58,-56.1388772896968,2.66151839042119,70
"180",58,-69.9171263769151,2.66151839042119,100
"181",58,-83.6953754641335,2.66151839042119,130
"182",59,-84.0575469152796,1.70718661508358,40
"183",59,-122.632035338424,1.70718661508358,70
"184",59,-161.206523761567,1.70718661508358,100
"185",59,-199.781012184711,1.70718661508358,130
"186",60,-23.8953762336636,5.69536684659268,40
"187",60,-17.7970153014412,5.69536684659268,70
"188",60,-11.6986543692188,5.69536684659268,100
"189",60,-5.60029343699639,5.69536684659268,130
"190",61,-6.41645235926461,5.89339822682312,40
"191",61,19.5071090609019,5.89339822682312,70
"192",61,45.4306704810683,5.89339822682312,100
"193",61,71.3542319012348,5.89339822682312,130
"194",64,-19.1575847952454,2.33189308168971,40
"195",64,0.775633527578272,2.33189308168971,70
"196",64,20.7088518504019,2.33189308168971,100
"197",64,40.6420701732256,2.33189308168971,130
"198",65,6.0787213528068,4.63070475066294,40
"199",65,-11.1480451082686,4.63070475066294,70
"200",65,-28.374811569344,4.63070475066294,100
"201",65,-45.6015780304194,4.63070475066294,130
"202",67,91.241700020359,4.0508044746202,40
"203",67,167.700769044004,4.0508044746202,70
"204",68,-83.9674369817499,5.56847410628071,40
"205",68,-173.08852576295,5.56847410628071,70
"206",69,-77.7355845121384,3.74592323438421,40
"207",69,-112.943599699388,3.74592323438421,70
"208",69,-148.151614886638,3.74592323438421,100
"209",69,-183.359630073888,3.74592323438421,130
"210",70,-21.8941181750104,2.48719574084026,40
"211",70,-28.2622201691266,2.48719574084026,70
"212",70,-34.6303221632429,2.48719574084026,100
"213",70,-40.9984241573591,2.48719574084026,130
"214",72,26.3774627941095,1.58191970925985,40
"215",72,36.8733857155952,1.58191970925985,70
"216",72,47.369308637081,1.58191970925985,100
"217",72,57.8652315585667,1.58191970925985,130
"218",73,4.33783273262114,3.28438520389553,40
"219",73,-15.9459191284327,3.28438520389553,70
"220",73,-36.2296709894866,3.28438520389553,100
"221",73,-56.5134228505404,3.28438520389553,130
"222",74,-40.7624820846659,3.85291898535814,40
"223",74,-53.6417416705507,3.85291898535814,70
"224",74,-66.5210012564355,3.85291898535814,100
"225",74,-79.4002608423203,3.85291898535814,130
"226",75,-94.3960695583655,4.04499680102728,40
"227",75,-161.726116812139,4.04499680102728,70
"228",76,-34.1761402518034,1.45266709629543,40
"229",76,-64.2799701596979,1.45266709629543,70
"230",76,-94.3838000675924,1.45266709629543,100
"231",76,-124.487629975487,1.45266709629543,130
"232",77,53.0303035300155,2.22375279773853,40
"233",77,55.9726586628583,2.22375279773853,70
"234",77,58.9150137957011,2.22375279773853,100
"235",77,61.8573689285439,2.22375279773853,130
"236",78,21.5506548744289,0.469349284498766,40
"237",78,24.0410660539861,0.469349284498766,70
"238",78,26.5314772335434,0.469349284498766,100
"239",78,29.0218884131007,0.469349284498766,130
"240",79,61.2550317618496,4.98319272161321,40
"241",79,79.853793945402,4.98319272161321,70
"242",79,98.4525561289544,4.98319272161321,100
"243",79,117.051318312507,4.98319272161321,130
"244",80,74.6268341837585,3.90287532489163,40
"245",80,101.909598065703,3.90287532489163,70
"246",80,129.192361947648,3.90287532489163,100
"247",80,156.475125829593,3.90287532489163,130
"248",81,83.0965340948248,4.97343332154073,40
"249",81,116.269892479616,4.97343332154073,70
"250",81,149.443250864408,4.97343332154073,100
"251",81,182.616609249199,4.97343332154073,130
"252",82,-50.0800505350121,0.761933049569842,40
"253",82,-95.8922305964707,0.761933049569842,70
"254",82,-141.704410657929,0.761933049569842,100
"255",82,-187.516590719388,0.761933049569842,130
"256",83,145.589981136188,2.54666835955355,40
"257",84,53.2650635342555,5.56054638058483,40
"258",84,61.3444806363508,5.56054638058483,70
"259",84,69.4238977384461,5.56054638058483,100
"260",84,77.5033148405413,5.56054638058483,130
"261",86,-7.16005196464016,1.60969643911786,40
"262",86,-24.2975630727905,1.60969643911786,70
"263",86,-41.4350741809409,1.60969643911786,100
"264",86,-58.5725852890913,1.60969643911786,130
"265",87,81.5888331837,5.06899829585122,40
"266",87,124.794001725941,5.06899829585122,70
"267",87,167.999170268182,5.06899829585122,100
"268",88,-180.947729077775,1.60799624157781,40
"269",89,-0.438337562084076,4.82353821764799,40
"270",89,19.2092490349712,4.82353821764799,70
"271",89,38.8568356320265,4.82353821764799,100
"272",89,58.5044222290818,4.82353821764799,130
"273",91,159.998747754604,4.69810789656023,40
"274",92,-22.6089190688316,3.68846244109438,40
"275",92,-2.51318801251463,3.68846244109438,70
"276",92,17.5825430438024,3.68846244109438,100
"277",92,37.6782741001194,3.68846244109438,130
"278",93,19.6806937899301,3.09603296220006,40
"279",93,11.1460484699568,3.09603296220006,70
"280",93,2.61140314998351,3.09603296220006,100
"281",93,-5.9232421699898,3.09603296220006,130
"282",94,39.2911828035705,1.29706449797692,40
"283",94,42.5829988285811,1.29706449797692,70
"284",94,45.8748148535918,1.29706449797692,100
"285",94,49.1666308786024,1.29706449797692,130
"286",95,-26.6177346110825,5.54109056491487,40
"287",95,-50.6055279540275,5.54109056491487,70
"288",95,-74.5933212969724,5.54109056491487,100
"289",95,-98.5811146399173,5.54109056491487,130
"290",96,34.5666967270726,5.68942279099891,40
"291",96,28.5417143496853,5.68942279099891,70
"292",96,22.5167319722981,5.68942279099891,100
"293",96,16.4917495949108,5.68942279099891,130
"294",97,9.21658600367711,1.94712387032477,40
"295",97,21.7274039149023,1.94712387032477,70
"296",97,34.2382218261276,1.94712387032477,100
"297",97,46.7490397373528,1.94712387032477,130
"298",98,25.616189455764,2.42258126497656,40
"299",98,42.7570898449354,2.42258126497656,70
"300",98,59.8979902341068,2.42258126497656,100
"301",98,77.0388906232782,2.42258126497656,130
"302",99,190.753194328996,0.630484583402176,40
"303",101,6.55591845279568,2.20757458273094,40
"304",101,45.9000897797524,2.20757458273094,70
"305",101,85.2442611067092,2.20757458273094,100
"306",101,124.588432433666,2.20757458273094,130
"307",102,107.520169939073,4.41255823952798,40
"308",103,42.7733497498138,5.80658332103383,40
"309",103,39.2455110623699,5.80658332103383,70
"310",103,35.7176723749261,5.80658332103383,100
"311",103,32.1898336874822,5.80658332103383,130
"312",104,22.9176676934646,6.1573157595677,40
"313",104,22.1102516288044,6.1573157595677,70
"314",104,21.3028355641442,6.1573157595677,100
"315",104,20.495419499484,6.1573157595677,130
"316",105,-8.06135060472415,2.39607243597742,40
"317",105,-11.3834799827403,2.39607243597742,70
"318",105,-14.7056093607564,2.39607243597742,100
"319",105,-18.0277387387725,2.39607243597742,130
"320",106,65.1755831897203,5.64165864298471,40
"321",106,119.408089620005,5.64165864298471,70
"322",106,173.640596050289,5.64165864298471,100
"323",108,81.816097260485,1.6720980919286,40
"324",108,109.91458963492,1.6720980919286,70
"325",108,138.013082009355,1.6720980919286,100
"326",108,166.11157438379,1.6720980919286,130
"327",109,-190.499731507173,5.24054592442424,40
"328",110,-35.7710936026704,4.10224132528578,40
"329",110,-31.4271329005347,4.10224132528578,70
"330",110,-27.0831721983991,4.10224132528578,100
"331",110,-22.7392114962634,4.10224132528578,130
"332",111,9.02813580964336,0.64806076000048,40
"333",111,14.7615029956129,0.64806076000048,70
"334",111,20.4948701815824,0.64806076000048,100
"335",111,26.2282373675519,0.64806076000048,130
"336",112,7.77067536305616,0.312639934525323,40
"337",112,19.1534853461847,0.312639934525323,70
"338",112,30.5362953293132,0.312639934525323,100
"339",112,41.9191053124417,0.312639934525323,130
"340",113,32.4050121783355,5.9899305381585,40
"341",113,73.1615272366342,5.9899305381585,70
"342",113,113.918042294933,5.9899305381585,100
"343",113,154.674557353232,5.9899305381585,130
"344",114,-73.8213097630452,0.0597838808671764,40
"345",114,-115.667170161681,0.0597838808671764,70
"346",114,-157.513030560317,0.0597838808671764,100
"347",114,-199.358890958954,0.0597838808671764,130
"348",115,-25.0904438759093,0.977975151584849,40
"349",115,-17.3598539040004,0.977975151584849,70
"350",115,-9.62926393209141,0.977975151584849,100
"351",115,-1.89867396018246,0.977975151584849,130
"352",116,-155.182425628112,2.26663679586919,40
"353",117,-20.0060115828129,5.25536644758709,40
"354",117,-13.8662234123941,5.25536644758709,70
"355",117,-7.72643524197542,5.25536644758709,100
"356",117,-1.58664707155669,5.25536644758709,130
"357",118,99.1657544370169,4.81227635389473,40
"358",118,173.550131255242,4.81227635389473,70
"359",119,25.387953116245,4.77230251236664,40
"360",119,78.7026782477377,4.77230251236664,70
"361",119,132.01740337923,4.77230251236664,100
"362",119,185.332128510723,4.77230251236664,130
"363",120,44.0997263677871,3.83688011768635,40
"364",120,47.0388113454312,3.83688011768635,70
"365",120,49.9778963230752,3.83688011768635,100
"366",120,52.9169813007192,3.83688011768635,130
"367",122,103.119809826945,0.856446763633973,40
"368",122,147.807802232872,0.856446763633973,70
"369",122,192.495794638799,0.856446763633973,100
"370",124,-147.656089242269,3.52079178388707,40
"371",125,39.4235006931376,2.6415179127953,40
"372",125,91.9511989629836,2.6415179127953,70
"373",125,144.47889723283,2.6415179127953,100
"374",125,197.006595502676,2.6415179127953,130
"375",126,-43.1529272468894,5.89515423322498,40
"376",126,-40.0694506047527,5.89515423322498,70
"377",126,-36.985973962616,5.89515423322498,100
"378",126,-33.9024973204793,5.89515423322498,130
"379",128,7.05065422926393,1.31374617916733,40
"380",128,22.5981043716106,1.31374617916733,70
"381",128,38.1455545139573,1.31374617916733,100
"382",128,53.6930046563039,1.31374617916733,130
"383",129,68.9639234274257,3.69477686658412,40
"384",129,105.512676188518,3.69477686658412,70
"385",129,142.06142894961,3.69477686658412,100
"386",129,178.610181710703,3.69477686658412,130
"387",131,5.62710563481941,4.88325255431552,40
"388",131,39.5078080478594,4.88325255431552,70
"389",131,73.3885104608994,4.88325255431552,100
"390",131,107.269212873939,4.88325255431552,130
"391",132,-30.334747487521,2.07789348544985,40
"392",132,-38.5555179637884,2.07789348544985,70
"393",132,-46.7762884400558,2.07789348544985,100
"394",132,-54.9970589163232,2.07789348544985,130
"395",133,-24.3521685395678,1.66897971088123,40
"396",133,-46.3438248814122,1.66897971088123,70
"397",133,-68.3354812232566,1.66897971088123,100
"398",133,-90.327137565101,1.66897971088123,130
"399",134,-46.973393943578,4.89942884412292,40
"400",134,-118.067038384531,4.89942884412292,70
"401",134,-189.160682825483,4.89942884412292,100
"402",135,-88.3519820385782,5.62595841597866,40
"403",135,-140.623776809505,5.62595841597866,70
"404",135,-192.895571580432,5.62595841597866,100
"405",136,-17.9741852601843,1.46893860597769,40
"406",136,-23.1703971194313,1.46893860597769,70
"407",136,-28.3666089786781,1.46893860597769,100
"408",136,-33.562820837925,1.46893860597769,130
"409",137,-16.0435893962252,3.15307876220375,40
"410",137,-20.3731080325481,3.15307876220375,70
"411",137,-24.7026266688711,3.15307876220375,100
"412",137,-29.032145305194,3.15307876220375,130
"413",138,-85.63527804746,2.23860999772055,40
"414",138,-133.455138384827,2.23860999772055,70
"415",138,-181.274998722195,2.23860999772055,100
"416",140,38.4185280974807,0.412761933762757,40
"417",140,35.0045879356306,0.412761933762757,70
"418",140,31.5906477737804,0.412761933762757,100
"419",140,28.1767076119303,0.412761933762757,130
"420",141,-43.7952312323545,5.25966170673044,40
"421",141,-95.3198041968306,5.25966170673044,70
"422",141,-146.844377161307,5.25966170673044,100
"423",141,-198.368950125783,5.25966170673044,130
"424",142,-6.54623692284939,4.02450043659715,40
"425",142,-9.56161485336142,4.02450043659715,70
"426",142,-12.5769927838735,4.02450043659715,100
"427",142,-15.5923707143855,4.02450043659715,130
"428",143,164.686153894164,2.39188470716457,40
"429",144,-37.4429524308622,1.03342061137366,40
"430",144,-32.9713448238127,1.03342061137366,70
"431",144,-28.4997372167633,1.03342061137366,100
"432",144,-24.0281296097138,1.03342061137366,130
"433",145,-13.2021223289116,2.0293027916467,40
"434",145,-31.5424542340489,2.0293027916467,70
"435",145,-49.8827861391862,2.0293027916467,100
"436",145,-68.2231180443234,2.0293027916467,130
"437",147,-169.847604884413,3.04795417561704,40
"438",148,57.7562465096299,5.85759216721987,40
"439",148,87.0498822879757,5.85759216721987,70
"440",148,116.343518066322,5.85759216721987,100
"441",148,145.637153844667,5.85759216721987,130
"442",149,139.40390488366,1.27911467893491,40
"443",150,34.1560181743643,0.00731524578363531,40
"444",150,69.0423855466847,0.00731524578363531,70
"445",150,103.928752919005,0.00731524578363531,100
"446",150,138.815120291325,0.00731524578363531,130
"447",152,-18.4762754421047,5.2313831842679,40
"448",152,-19.5763095998026,5.2313831842679,70
"449",152,-20.6763437575006,5.2313831842679,100
"450",152,-21.7763779151986,5.2313831842679,130
"451",154,-22.1398271334558,3.02656688676204,40
"452",154,-30.5908666481848,3.02656688676204,70
"453",154,-39.0419061629137,3.02656688676204,100
"454",154,-47.4929456776427,3.02656688676204,130
"455",155,-33.6756740418919,3.1396237926074,40
"456",155,-88.4876070814656,3.1396237926074,70
"457",155,-143.299540121039,3.1396237926074,100
"458",155,-198.111473160613,3.1396237926074,130
"459",156,144.316673765589,6.23641925111707,40
"460",157,-55.2945356475213,2.7354934705002,40
"461",157,-62.0054837476504,2.7354934705002,70
"462",157,-68.7164318477794,2.7354934705002,100
"463",157,-75.4273799479085,2.7354934705002,130
"464",158,-16.1366002239065,2.41071197276718,40
"465",158,-28.488523438115,2.41071197276718,70
"466",158,-40.8404466523235,2.41071197276718,100
"467",158,-53.192369866532,2.41071197276718,130
"468",159,-68.9499016907495,2.0250201194505,40
"469",159,-120.394525104743,2.0250201194505,70
"470",159,-171.839148518737,2.0250201194505,100
"471",160,-27.7593045322421,3.95426720838128,40
"472",160,-20.3681931004272,3.95426720838128,70
"473",160,-12.9770816686123,3.95426720838128,100
"474",160,-5.58597023679734,3.95426720838128,130
"475",161,28.6923031514084,3.06050366621656,40
"476",161,87.1387384584824,3.06050366621656,70
"477",161,145.585173765556,3.06050366621656,100
"478",162,119.932757068064,1.21558919197482,40
"479",162,195.095103151697,1.21558919197482,70
"480",163,-68.3583030274742,3.65697662142361,40
"481",163,-145.306921906968,3.65697662142361,70
"482",164,-96.6752160854845,3.65338720123557,40
"483",164,-134.97948142154,3.65338720123557,70
"484",164,-173.283746757596,3.65338720123557,100
"485",165,-101.743550257711,0.569448832332438,40
"486",165,-195.571173445241,0.569448832332438,70
"487",166,37.3549106177658,6.06439056972912,40
"488",166,47.1611964596757,6.06439056972912,70
"489",166,56.9674823015855,6.06439056972912,100
"490",166,66.7737681434953,6.06439056972912,130
"491",167,66.4415670106479,1.10544522373929,40
"492",167,89.4739698234524,1.10544522373929,70
"493",167,112.506372636257,1.10544522373929,100
"494",167,135.538775449061,1.10544522373929,130
"495",168,27.6098778095485,5.97824063481568,40
"496",168,39.4872441753959,5.97824063481568,70
"497",168,51.3646105412434,5.97824063481568,100
"498",168,63.2419769070908,5.97824063481568,130
"499",169,9.95118002398095,2.86571140312549,40
"500",169,25.6647792422007,2.86571140312549,70
"501",169,41.3783784604205,2.86571140312549,100
"502",169,57.0919776786402,2.86571140312549,130
"503",170,13.0151797673489,2.80297692328545,40
"504",170,-14.4161142195649,2.80297692328545,70
"505",170,-41.8474082064788,2.80297692328545,100
"506",170,-69.2787021933927,2.80297692328545,130
"507",171,-42.1940213979353,4.80558497830351,40
"508",171,-43.9762077722696,4.80558497830351,70
"509",171,-45.7583941466038,4.80558497830351,100
"510",171,-47.5405805209381,4.80558497830351,130
"511",172,56.8705680141986,5.99612188396148,40
"512",172,97.4493425270476,5.99612188396148,70
"513",172,138.028117039897,5.99612188396148,100
"514",172,178.606891552746,5.99612188396148,130
"515",173,-61.2321697111968,3.46551689742046,40
"516",173,-134.679055226093,3.46551689742046,70
"517",174,10.2772379683037,3.3097108613251,40
"518",174,-4.64842525721079,3.3097108613251,70
"519",174,-19.5740884827253,3.3097108613251,100
"520",174,-34.4997517082398,3.3097108613251,130
"521",176,94.4408146843284,3.88811540457313,40
"522",176,165.010329413781,3.88811540457313,70
"523",177,12.879368997957,1.49056465330365,40
"524",177,39.2116344228497,1.49056465330365,70
"525",177,65.5438998477425,1.49056465330365,100
"526",177,91.8761652726353,1.49056465330365,130
"527",178,34.9426626173312,2.00549449479272,40
"528",178,28.9097456690037,2.00549449479272,70
"529",178,22.8768287206762,2.00549449479272,100
"530",178,16.8439117723487,2.00549449479272,130
"531",179,60.4238599763188,2.78911597636709,40
"532",179,69.3522551315027,2.78911597636709,70
"533",179,78.2806502866866,2.78911597636709,100
"534",179,87.2090454418704,2.78911597636709,130
"535",180,84.9211498058844,0.449967378376007,40
"536",180,136.564461088561,0.449967378376007,70
"537",180,188.207772371237,0.449967378376007,100
"538",181,96.0199696514306,5.91623067832066,40
"539",181,148.559744889536,5.91623067832066,70
"540",182,-18.3009407203604,4.0922661594258,40
"541",182,-33.4079523140028,4.0922661594258,70
"542",182,-48.5149639076452,4.0922661594258,100
"543",182,-63.6219755012876,4.0922661594258,130
"544",184,78.7433269351454,5.04259759844192,40
"545",184,115.17337842104,5.04259759844192,70
"546",184,151.603429906935,5.04259759844192,100
"547",184,188.03348139283,5.04259759844192,130
"548",185,119.376534590956,1.42182329577876,40
"549",185,187.664161153708,1.42182329577876,70
"550",186,-42.465928850305,0.574956917857737,40
"551",186,-80.70999855084,0.574956917857737,70
"552",186,-118.954068251375,0.574956917857737,100
"553",186,-157.19813795191,0.574956917857737,130
"554",187,43.7245896000425,6.23287739917329,40
"555",187,79.7867349082621,6.23287739917329,70
"556",187,115.848880216482,6.23287739917329,100
"557",187,151.911025524701,6.23287739917329,130
"558",188,-86.2370364493325,0.123782242930125,40
"559",188,-123.991442709049,0.123782242930125,70
"560",188,-161.745848968766,0.123782242930125,100
"561",188,-199.500255228483,0.123782242930125,130
"562",189,25.7198375728497,3.57211230184407,40
"563",189,34.3036024212343,3.57211230184407,70
"564",189,42.8873672696188,3.57211230184407,100
"565",189,51.4711321180034,3.57211230184407,130
"566",190,23.0333000857051,4.85442823028387,40
"567",190,60.908457550069,4.85442823028387,70
"568",190,98.7836150144329,4.85442823028387,100
"569",190,136.658772478797,4.85442823028387,130
"570",191,9.78788563264925,2.91396692923042,40
"571",191,-12.6278279800598,2.91396692923042,70
"572",191,-35.0435415927689,2.91396692923042,100
"573",191,-57.4592552054779,2.91396692923042,130
"574",192,41.8125840528017,5.7019668907453,40
"575",192,72.4014574415191,5.7019668907453,70
"576",192,102.990330830237,5.7019668907453,100
"577",192,133.579204218954,5.7019668907453,130
"578",194,-127.357268712249,6.01387654973172,40
"579",194,-190.22768216027,6.01387654973172,70
"580",195,40.0267593246115,4.34913720784459,40
"581",195,47.0349605339863,4.34913720784459,70
"582",195,54.043161743361,4.34913720784459,100
"583",195,61.0513629527358,4.34913720784459,130
"584",196,35.8768062192443,4.03704502056943,40
"585",196,25.726340057799,4.03704502056943,70
"586",196,15.5758738963537,4.03704502056943,100
"587",196,5.42540773490845,4.03704502056943,130
"588",197,-79.941022143556,2.78586058718992,40
"589",197,-121.806668991205,2.78586058718992,70
"590",197,-163.672315838854,2.78586058718992,100
"591",198,-2.29053343814645,2.36752864550541,40
"592",198,-21.577215209291,2.36752864550541,70
"593",198,-40.8638969804355,2.36752864550541,100
"594",198,-60.15057875158,2.36752864550541,130
"595",199,88.8837208741308,0.807278774561301,40
"596",199,123.342482781055,0.807278774561301,70
"597",199,157.801244687978,0.807278774561301,100
"598",199,192.260006594902,0.807278774561301,130
"599",200,-10.9409710531661,1.54203490531482,40
"600",200,-26.7390156583173,1.54203490531482,70
"601",200,-42.5370602634684,1.54203490531482,100
"602",200,-58.3351048686196,1.54203490531482,130
